title
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓
"코로나에 온라인 강화하는 백화점… “명품몰 강화, 모바일 상품 추천”"
베이비부머도 '엄지 쇼핑'
베이비붐 세대도 온라인 쇼핑 선호…TV보다 유튜브 즐겨
MZ 쫓아가는 5060 “TV보다 유튜브 더 본다”
코로나19로 개학 연기되면서 디지털 가전‧완구 매출↑
"롯데멤버스 ""신학기 선물, 문구용품 대신 노트북 인기"""
코로나로 면대면 꺼려지고… 오르는 인건비 부담될땐… 로봇이 서빙하는 ‘언택트 라이프’
[명품시장 ‘큰손’된 1020세대] “아낀다고 부자 되는 거 아니잖아요”
[코로나19] 감염 우려에 결제도 비접촉 방식으로
"롯데멤버스 ""오프라인에서도 비접촉 간편결제 늘어"""
"주문 후 1시간내 배송…롯데마트, 내달 풀필먼트 스토어 시작"
"롯데마트, 풀필먼트 스토어 첫 선…옴니 매장 대표 모델로 육성"
"주문에→배달 1시간…롯데마트, 업계 최초 '바로배송' 도입"
"""주문 후 1시간내 배송""…롯데마트, 내달 풀필먼트 스토어 시작"
모바일플랫폼 증권사 시대…금투업계 비대면 경쟁 ‘활활’
주유도 제로페이···현대오일뱅주크 제로페이 도입 완료
‘실속’ 챙기는 신혼부부 늘었다…예식·예물 비용↓가전제품 예산↑
"한국간편결제진흥원, 제로페이 누적 결제액 1000억원 돌파"
요즘 신혼부부들 “반지 살 돈으로 ‘이것’ 사겠다”
남녀 81% ‘실속형 웨딩’ 선택…달라진 결혼 풍속도
"""예식·예물 비용은 줄이고 가전에 더 투자""…달라진 결혼풍속"
"예산·하객 줄이고, 가전 구입 비용 늘리고…달라진 결혼 풍속도"
"한국간편결제진흥원 “롯데마트, 제로페이 도입 완료”"
"""삼성·LG·SKT 모두 고객""...구글 클라우드 '서울 리전' 개설"
"롯데멤버스, 저소득층 청소년들 위해 대한적십자사에 1억원 기부"
"롯데멤버스, 저소득층 위해 적십자사에 1억원 기부"
"롯데멤버스, 대한적십자사에 1억원 기부"
롯데멤버스 착한 신학기 캠페인 기부금 전달식
백화점 대신 홈쇼핑·요리 대신 간편식…은퇴족이 사는 법
"‘요리’보다 ‘간편식’ 선호하는 오팔세대, HMR 구매액 3년 전 대비 16%↑"
"롯데백화점, 롯데 웨딩 위크 행사"
"은퇴 후 간편식·포기김치, 오팔세대 실용소비 눈떴다"
"롯데百, 예비 신혼부부 대상 '롯데 웨딩 위크' 진행"
"""요리? 조리!"" 은퇴한 오팔세대, '삼식이' 대신 HMR 택한다"
아내만 바라보는 ‘삼식이’는 옛말...은퇴한 오팔세대 ‘HMR’ 먹는다
외식 줄이고 HMR 찾고…5060대 은퇴 후 소비패턴 변화
"""베이비붐 세대 은퇴후 외식 줄이고 가정간편식 많이 찾는다"""
"롯데백화점, '웨딩 위크' 행사 진행"
"""예비 신혼부부 모이세요""…롯데百, '웨딩 위크' 열어"
"롯데百, 예비 신혼부부 위한 ‘롯데 웨딩 위크’ 진행"
"롯데백화점, ‘롯데 웨딩 위크’ 진행"
"롯데百, ‘롯데 웨딩 위크’ 진행"
경쟁력 없는 오프라인 ‘대수술’… 5년 내 체질 개선 ‘승부수’
"롯데쇼핑, 고강도 구조조정… 점포 700개중 200개 문 닫는다"
"롯데백화점 지하 식품관, 슈퍼가 운영…오프라인 매장 통합 속도낸다"
"""맛있어서~ 편리해서 뿜뿜!"" 물오른 외식 배달, 편리미엄 서비스 각광"
"[이기자의 친절한 금융] 잘 나가는 5% 적금… ""여기 또 있네"""
"롯데지알에스, 브랜드 통합 앱 ‘롯데잇츠(LOTTE EATZ)’ 론칭"
'카톡! 270만원짜리 구찌 백 쐈어'
롯데 5개 외식 브랜드 통합 앱 '롯데잇츠' 론칭
"롯데지알에스, 외식 브랜드 통합 앱 '롯데잇츠' 론칭"
"이베스트투자증권, 계좌개설·거래시 롯데 엘포인트 지급"
홈플러스-OK캐쉬백 8년 만에 결별...포인트적립 전환 종료
‘카톡! 구찌백 보냈어’ …Flex 해버린 20대를 잡아라!
"롯데지알에스, 브랜드 통합 앱 '롯데잇츠' 론칭"
"롯데지알에스, 외식 브랜드 통합 주문 앱 '롯데잇츠' 출범"
"롯데지알에스,    브랜드 통합 앱 ‘롯데잇츠(LOTTE EATZ)’ 론칭"
"롯데GRS, 통합 앱 롯데잇츠 선봬"
"롯데지알에스, 롯데리아·엔제리너스 등 5개 브랜드 주문 서비스 제공 ‘롯데잇츠’ 론칭"
"""이자 더 준다""…실상은 '포인트 환급'"
연 5% 적금 '대란' 이후…5%대 적금은 또 있다
"베이붐 세대, 큰 손으로 부상…백화점‧마트↓ 홈쇼핑·면세점↑"
"58세대, 백화점 덜 가고 홈쇼핑 본다"
"베이비붐 세대, 은퇴 후 백화점 덜 가고 홈쇼핑 더 봤다"
매년 80만명 이상 은퇴 시작...실버산업 본격 성장할 듯 [인포그래픽]
"올해 소비시장 ‘오팔세대’ 주도…""가장 먼저 백화점 소비 줄인다”"
"""베이비붐 세대 은퇴후 백화점 소비 줄이고 홈쇼핑 이용 더했다"""
"베이비붐 세대 은퇴하자…홈쇼핑 이용 늘고, 백화점·마트 소비 줄었다"
저금리 시대…우대금리 팍팍 주는 예·적금은
"[왜?] 가성비, 소확행…다음 소비 트렌드는? '플렉스 자린고비'"
"베이비붐 세대, 밀레니얼 세대 비슷하게 온라인 쇼핑 즐겨"
"""페이로 결제할게요""...코로나19 우려에 간편결제 선호도 ↑"
실속형 웨딩 각광…예식·예물 비용 줄고 가전제품 예산 늘어
"구글 클라우드, 디지털 트랜스포메이션 지원 'GCP 서울 리전' 개설"
"롯데백화점, 23일까지 웨딩 위크 행사"
배송지연·구매취소 등…마스크 관련 소비자 상담 급증
"""베이비붐 세대 은퇴 후 가정간편식 많이 구매"""
"베이비붐 세대, 은퇴 후 백화점 소비 줄이고 홈쇼핑은 늘려"
디지털 마케팅의 미래 'DMS2020 컨퍼런스' 3월 4일 개최
올해 설 선물 키워드는 건강·개취
"'명절 선물' 햄, 한우, 과일 등 먹거리 인기 여전"
"롯데멤버스 ""명절 선물세트로 '햄·통조림' 가장 인기"""
2020년 설 명절 선물 2위는 '한우세트'…1위는?
설 전 1~3주 선물세트 구매 전년比 6.5% 감소…영양제·커피 늘어
설 선물세트 구매 소폭 감소…햄·통조림 세트 부동의 1위
[신격호 별세] '롯데 2막' 맡은 신동빈 회장의 숙제는
"[연표]껌부터 시작한 신격호, 롯데 재계 5위로 어떻게 키웠나"
"롯데멤버스, 서울·부산시 세금 엘페이 결제 페이백 이벤트"
미키마우스 네가 구찌 핸드백에서 왜 나오니
"롯데멤버스 ""엘페이로 세금내고 포인트 환급 받으세요"""
"플렉스(flex) 외치던 20대, 사실은 세뱃돈까지 저금하며 '짠테크쟁이'?"
금융사+스타트업 '고금리 적금' 인기...핀테크 넘어 '테크핀' 뜬다
"롯데멤버스, 한국에서 쌓은 포인트 베트남·인도네시아서 쓴다"
"한강 노들섬 스케이트장, 제로페이로 결제하면 30% 할인"
"한국간편결제진흥원, 노들섬 스케이트장 제로페이 30% 할인"
"롯데 엘포인트, 베트남·인도네시아에서도 쓴다"
"롯데멤버스, 하이마트와 ‘착한 신학기’ 캠페인 진행"
"[90년대생 이야기]②""나를 위해 명품 사는게 뭐가 이상하죠?"""
"""롯데닷컴 밥솥 매출 3배 껑충""…무슨 일이?"
