title
[2019 M&A]⑩내년 M&A시장 십자포화 예고…큰 장 선다
'대어' 쏟아지는 내년 M&A 시장…큰손 PEF가 주도
"[마켓인사이트] CS, M&A재무자문 1위…리그테이블 최초로 '10-10클럽' 가입"
11월 주식 발행액 전월比 60% 증가…IPO·유상증자 실적 견인
11월 주식 발행 7748억원…전월비 60%↑
11월 채권 발행 8.5조 감소…'IPO 최대' 주식 발행 3천억 증가
11월 주식 발행액 전월비 60% 증가…IPO·유상증자↑
[S머니] 카뱅 '저금통' 2주만에 100만명..신상품마다 흥행불패
[2019 M&A]①대형 PEF 약진 빛나…兆 단위 거래 줄줄이 성사
“예술작품을 조국에 남기고 싶다”… 세계적 관광 인프라 실현
‘넘버 2’ SK 영토 확장… 렌터카 시장 지각변동 예고
"금융권, CIB금융에 역량 집중…금융그룹 계열사간 '시너지 극대화' 전략"
2019년 증시 되돌아보니… 공모리츠 '열풍'·바이오주 '몰락'
"[오늘의 CEO]김원범 블로코 대표 ""새해 DID 시장 진출, 해외에 블록체인 플랫폼 이식"""
재벌 금융사의 비금융사 의결권 부당행사 3년새 3배로 늘어···“총수일가 편법 우려”
아시아나 보다 비싼 '배민'…스타트업서 한국판 '머스크' 나올까
‘아이젠카’ 12월 연말할인진행 최대 30% 신차장기렌트카·오토리스 가격비교 무보증 제휴특가!
롯데 빠진 6개금융그룹 통합감독 고삐 죄는 금융당국
유통공룡 몰아내는 이색 쇼핑앱-당근마켓·지그재그·에이블리·무신사 ‘차세대 유니콘몰’ 빅데이터는 안다
"롯데 빠진 금융그룹…감독당국, 위험관리 고삐 더 죈다"
"손보·카드 매각한 롯데, 금융그룹 감독대상서 제외"
"항공부품社 '눈독' 들이는 PEF들…JKL파트너스, 율곡에 400억 투자"
탈도 많았지만 리스크도 해소한 롯데의 2019년
투자금 깎인 무신사...플랫폼시장 조정 오나
"[시그널] '1세대 명가' KTB PE, 투자 재개··· 성원산업 인수 마무리"
"[마켓인사이트]""벤처생태계 발전의 키워드는 '연결'"" 産銀 넥스트라운드 클로징 데이 성료"
30대 그룹 임원수 4년 전보다 53명 감소
"삼성 임원 4년 만에 356명 줄었다, 대기업 임원 감소 추세"
"삼성전자만 '131명'....30대 그룹, 4년 사이 임원 수 줄였다"
‘기업의 별’ 임원 자리 매년 감소…“삼성전자 가장 많이 줄어”
"`기업의 별` 임원 매년 줄어..삼성, 4년새 350명 이상 감소"
기업 임원 자리 줄어…여성임원 비율은 여전히 '한자릿수'
"기업 임원 수, 4년 새 삼성 360명·두산 140명·現重 110명 줄었다"
‘기업의 별’ 임원수 감소… 삼성 4년새 356명 줄어
실적부진·조직개편 바람 속 임원 수 줄이는 기업들
'직장인의 꿈' 임원 자리 매년 감소…삼성 4년새 356명 줄어
"""대기업 임원 수 매년 감소세…삼성 4년 새 356명 줄어"""
'기업의 별' 임원 자리 매년 줄어…삼성 4년새 356명 감소
"부동산 스타트업 직방, 우미건설과 벤처 투자 나선다"
[마켓인사이트]유니콘 앞둔 피스컬노트와 스마트스터디...'산은 넥스트라운드 클로징 데이'에 선다
"[이슈분석]'나눔경영' 롯데, 취약계층 위한 세심한 사회공헌"
초저금리시대에 연 6%…車 할부구입은 ‘호갱’?
초저금리 시대에 연 6%....車 할부로 사면 영업사원 ‘호구’(?)
국내는 '포화'… 동남아로 눈돌리는 카드사
"[시그널]롯데케미칼, 50억 펀드로 화학벤처 키운다"
신남방 열풍에..카드사들도 동남아 진출 잰걸음
"[만났습니다]①‘프로불편러’ 요가강사, 800억 패션회사 일궜다"
저금리에 갈곳 잃은 돈…올해 IPO 시장에 117조 몰렸다
